Title,BSR,Price in Â£ (starting from),Author,Book Type,ASIN,ISBN-10,ISBN-13,URL
Landscape Photographer of the Year : Collection 11 (Aa),"136,763","1,000.00",Charlie Waite,Hardcover,0749579072, 0749579072, 978-0749579074,https://www.amazon.co.uk/Landscape-Photographer-Year-Collection-11/dp/0749579072/ref=sr_1_1/260-9804904-2628516?s=books&ie=UTF8&qid=1540621882&sr=1-1&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Supervision in social work: A method of student training and staff development (National Institute for Social Work Training series;no.0),"2,768,151","1,000.00",Dorothy Elizabeth Pettes,Hardcover,B0000CNEHU,Not available,Not available,https://www.amazon.co.uk/Supervision-social-work-development-Institute/dp/B0000CNEHU/ref=sr_1_32?s=books&ie=UTF8&qid=1540621892&sr=1-32&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
More Steel Frame Design Examples,"2,818,704","1,000.00",I. Robb,Hardcover,B00KNX97IU,Not available,Not available,https://www.amazon.co.uk/More-Steel-Frame-Design-Examples/dp/B00KNX97IU/ref=sr_1_48?s=books&ie=UTF8&qid=1540621911&sr=1-48&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
St. Pauls Ephesian ministry : a reconstruction with special reference to the Ephesian origin of the imprisonment epistles / by George S. Duncan,"4,123,191","1,000.00",George Simpson Duncan,Hardcover,B000GLQFMU,Not available,Not available,https://www.amazon.co.uk/St-Pauls-Ephesian-ministry-reconstruction/dp/B000GLQFMU/ref=sr_1_80?s=books&ie=UTF8&qid=1540621945&sr=1-80&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Ancient Times - A History of the Modern World,"4,325,917","1,000.00",J H Breasted,Hardcover,B001OYVUK0,Not available,Not available,https://www.amazon.co.uk/Ancient-Times-History-Modern-World/dp/B001OYVUK0/ref=sr_1_112?s=books&ie=UTF8&qid=1540621977&sr=1-112&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Pulmonary Tuberculosis: Its Etiology And Treatment,"4,361,281","1,000.00",D.C. Muthu,Hardcover,B00088TH6M,Not available,Not available,https://www.amazon.co.uk/Pulmonary-Tuberculosis-Its-Etiology-Treatment/dp/B00088TH6M/ref=sr_1_128?s=books&ie=UTF8&qid=1540621993&sr=1-128&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
My Father's Glory and My Mother's Castle,"2,511,198","1,000.00",Marcel Pagnol,Hardcover,0233984585, 0233984585, 978-0233984582,https://www.amazon.co.uk/My-Fathers-Glory-Mothers-Castle/dp/0233984585/ref=sr_1_144?s=books&ie=UTF8&qid=1540622011&sr=1-144&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Gas Transmission and Distribution,"3,357,802","1,000.00",D.L. Copp,Hardcover,0719825326, 0719825326, 978-0719825323,https://www.amazon.co.uk/Gas-Transmission-Distribution-D-L-Copp/dp/0719825326/ref=sr_1_672?s=books&ie=UTF8&qid=1540622564&sr=1-672&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Asian Soups,"2,656,450",999.12,Suzie Smith,Hardcover,0705434753, 0705434753, 978-0705434751,https://www.amazon.co.uk/Asian-Soups-Suzie-Smith/dp/0705434753/ref=sr_1_864?s=books&ie=UTF8&qid=1540622774&sr=1-864&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
What Will it be Like in the New Britain,"4,379,687","1,000.00",R Acland,Hardcover,B01BLQOZNY,Not available,Not available,https://www.amazon.co.uk/What-Will-Like-New-Britain/dp/B01BLQOZNY/ref=sr_1_1052?s=books&ie=UTF8&qid=1540622985&sr=1-1052&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Peasants and Resistance in India, 1858-1914 (Themes in Indian History: Oxford India Readings S.)","2,908,625","1,000.00",David Hardiman,Hardcover,0195627253, 0195627253, 978-0195627251,https://www.amazon.co.uk/Peasants-Resistance-1858-1914-Themes-History/dp/0195627253/ref=sr_1_872?s=books&ie=UTF8&qid=1540622794&sr=1-872&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Construction Insolvency,"2,853,167","1,000.00",Richard Davis,Hardcover,0414028740, 0414028740, 978-0414028746,https://www.amazon.co.uk/Construction-Insolvency-Richard-Davis/dp/0414028740/ref=sr_1_870?s=books&ie=UTF8&qid=1540622794&sr=1-870&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Degas Drawings,"2,542,306","1,000.00",R. Pickvance,Hardcover,0600552128, 0600552128, 978-0600552123,https://www.amazon.co.uk/Degas-Drawings-R-Pickvance/dp/0600552128/ref=sr_1_867?s=books&ie=UTF8&qid=1540622794&sr=1-867&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Asian Soups,"2,656,450",999.12,Suzie Smith,Hardcover,0705434753, 0705434753, 978-0705434751,https://www.amazon.co.uk/Asian-Soups-Suzie-Smith/dp/0705434753/ref=sr_1_866?s=books&ie=UTF8&qid=1540622794&sr=1-866&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Britain and Early Christian Europe: Studies in Early Medieval History and Culture: Studies in History and Culture (Variorum Collected Studies),"2,919,652","1,000.00",Patrick Sims-Williams,Hardcover,0860785599, 0860785599, 978-0860785590,https://www.amazon.co.uk/Britain-Early-Christian-Europe-Collected/dp/0860785599/ref=sr_1_862?s=books&ie=UTF8&qid=1540622774&sr=1-862&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Jane's Fighting Ships 1986-87 (1986 - 87),"2,958,733",999.00,Jane's Publishing Co,Hardcover,B000PJJ444,Not available,Not available,https://www.amazon.co.uk/Janes-Fighting-Ships-1986-87-1986/dp/B000PJJ444/ref=sr_1_857?s=books&ie=UTF8&qid=1540622774&sr=1-857&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
God And The Astronomers,"2,660,194","1,000.00",W R Inge,Hardcover,B000S37J9Y,Not available,Not available,https://www.amazon.co.uk/God-Astronomers-W-R-Inge/dp/B000S37J9Y/ref=sr_1_856?s=books&ie=UTF8&qid=1540622774&sr=1-856&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Time Was Mine,"2,864,066","1,000.00",Derek (Signed Copy) Tangye,Hardcover,B008ES43KS,Not available,Not available,https://www.amazon.co.uk/Time-Mine-Derek-Signed-Tangye/dp/B008ES43KS/ref=sr_1_855?s=books&ie=UTF8&qid=1540622774&sr=1-855&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Rent Reviews and Variable Rents (Longman Practitioner Series),"2,490,601","1,000.00",D.N. Clarke,Hardcover,0851213863, 0851213863, 978-0851213866,https://www.amazon.co.uk/Reviews-Variable-Rents-Longman-Practitioner/dp/0851213863/ref=sr_1_854?s=books&ie=UTF8&qid=1540622774&sr=1-854&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Hedgehog and the Fox: Essay on Tolstoy's View of History,"3,222,010","1,000.00",I. Berlin,Hardcover,0297762672, 0297762672, 978-0297762676,https://www.amazon.co.uk/Hedgehog-Fox-Essay-Tolstoys-History/dp/0297762672/ref=sr_1_796?s=books&ie=UTF8&qid=1540622707&sr=1-796&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Romeo and Juliet (New Casebooks),"4,374,458","1,000.00",R.S. White,Hardcover,0333747801, 0333747801, 978-0333747803,https://www.amazon.co.uk/Romeo-Juliet-Casebooks-R-S-White/dp/0333747801/ref=sr_1_763?s=books&ie=UTF8&qid=1540622671&sr=1-763&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Governing in the Information Age (Public Policy & Management),"3,405,350","1,000.00",Christine Bellamy,Hardcover,0335194516, 0335194516, 978-0335194513,https://www.amazon.co.uk/Governing-Information-Public-Policy-Management/dp/0335194516/ref=sr_1_754?s=books&ie=UTF8&qid=1540622671&sr=1-754&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Counselling Skills in Social Work Practice,"3,661,199","1,000.00",Janet Seden,Hardcover,0335199690, 0335199690, 978-0335199693,https://www.amazon.co.uk/Counselling-Skills-Social-Work-Practice/dp/0335199690/ref=sr_1_751?s=books&ie=UTF8&qid=1540622651&sr=1-751&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
An Intimate Loneliness: Supporting Bereaved Parents and Siblings (Facing Death),"4,193,457","1,000.00",Gordon Riches,Hardcover,0335199739, 0335199739, 978-0335199730,https://www.amazon.co.uk/Intimate-Loneliness-Supporting-Bereaved-Siblings/dp/0335199739/ref=sr_1_750?s=books&ie=UTF8&qid=1540622651&sr=1-750&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Introducing Human Geographies, First Edition","4,589,524","1,000.00",Paul Clok,Hardcover,0340691921, 0340691921, 978-0340691922,https://www.amazon.co.uk/Introducing-Human-Geographies-First-Paul/dp/0340691921/ref=sr_1_747?s=books&ie=UTF8&qid=1540622651&sr=1-747&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Le Morte Darthur,"4,566,506","1,000.00",Sir Malory Thomas,Hardcover,0403008085, 0403008085, 978-0403008087,https://www.amazon.co.uk/Morte-Darthur-Thomas-Sir-Malory/dp/0403008085/ref=sr_1_739?s=books&ie=UTF8&qid=1540622651&sr=1-739&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Italy in the Age of Dante and Petrarch, 1216-1380 (LHI)","3,223,536","1,000.00",John Larner,Hardcover,0582483662, 0582483662, 978-0582483668,https://www.amazon.co.uk/Italy-Age-Dante-Petrarch-1216-1380/dp/0582483662/ref=sr_1_706?s=books&ie=UTF8&qid=1540622620&sr=1-706&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Management of Ignorance: Critique of the Curriculum,"4,393,514","1,000.00",INGLIS,Hardcover,0631143483, 0631143483, 978-0631143482,https://www.amazon.co.uk/Management-Ignorance-Critique-Curriculum-INGLIS/dp/0631143483/ref=sr_1_701?s=books&ie=UTF8&qid=1540622601&sr=1-701&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Government and Politics of Israel,"4,688,051","1,000.00",Don Peretz,Hardcover,0712908811, 0712908811, 978-0712908818,https://www.amazon.co.uk/Government-Politics-Israel-Don-Peretz/dp/0712908811/ref=sr_1_683?s=books&ie=UTF8&qid=1540622582&sr=1-683&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Gas Transmission and Distribution,"3,357,690","1,000.00",D.L. Copp,Hardcover,0719825326, 0719825326, 978-0719825323,https://www.amazon.co.uk/Gas-Transmission-Distribution-D-L-Copp/dp/0719825326/ref=sr_1_673?s=books&ie=UTF8&qid=1540622582&sr=1-673&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Corner House,"3,788,748","1,000.00",Ruth Hamilton,Hardcover,0750515228, 0750515228, 978-0750515221,https://www.amazon.co.uk/Corner-House-Ruth-Hamilton/dp/0750515228/ref=sr_1_654?s=books&ie=UTF8&qid=1540622547&sr=1-654&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Junk Run,"4,082,554","1,000.00",James Pattinson,Hardcover,0754040836, 0754040836, 978-0754040835,https://www.amazon.co.uk/Junk-Run-James-Pattinson/dp/0754040836/ref=sr_1_638?s=books&ie=UTF8&qid=1540622526&sr=1-638&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Your Research Project: A Step-by-Step Guide for the First-Time Researcher,"4,125,066","1,000.00",Nicholas Walliman,Hardcover,0761965386, 0761965386, 978-0761965381,https://www.amazon.co.uk/Your-Research-Project-Step-Step/dp/0761965386/ref=sr_1_636?s=books&ie=UTF8&qid=1540622526&sr=1-636&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
What Stress in Primary Care?,"4,415,170","1,000.00",Ruth Chambers,Hardcover,085084245X, 085084245X, 978-0850842456,https://www.amazon.co.uk/What-Stress-Primary-Care-Chambers/dp/085084245X/ref=sr_1_619?s=books&ie=UTF8&qid=1540622514&sr=1-619&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Numerical Analysis, Algorithms and Computation (Mathematics and its Applications)","3,598,963","1,000.00",J MURPHY ET AL,Hardcover,0853127514, 0853127514, 978-0853127512,https://www.amazon.co.uk/Numerical-Algorithms-Computation-Mathematics-Applications/dp/0853127514/ref=sr_1_616?s=books&ie=UTF8&qid=1540622514&sr=1-616&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Humanism and Socialism,"4,176,895","1,000.00",George Novack,Hardcover,0873483081, 0873483081, 978-0873483087,https://www.amazon.co.uk/Humanism-Socialism-George-Novack/dp/0873483081/ref=sr_1_601?s=books&ie=UTF8&qid=1540622501&sr=1-601&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Inquiry and Essays,"4,681,025","1,000.00",Thomas Reid,Hardcover,0915145863, 0915145863, 978-0915145867,https://www.amazon.co.uk/Inquiry-Essays-Thomas-Reid/dp/0915145863/ref=sr_1_591?s=books&ie=UTF8&qid=1540622486&sr=1-591&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Not Quite a Wife (Lost Lords),"3,850,939","1,000.00",Mary Jo Putney,Hardcover,1617733091, 1617733091, 978-1617733093,https://www.amazon.co.uk/Not-Quite-Wife-Lost-Lords/dp/1617733091/ref=sr_1_585?s=books&ie=UTF8&qid=1540622486&sr=1-585&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The small house at Allington,"4,657,325",999.99,Anthony Trollope,Hardcover,B0000EAFFH,Not available,Not available,https://www.amazon.co.uk/small-house-at-Allington/dp/B0000EAFFH/ref=sr_1_549?s=books&ie=UTF8&qid=1540622455&sr=1-549&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
From a logical point of view;: 9 logico-philosophical essays,"3,445,385","1,000.00",W V O. Quine,Hardcover,B0007IUIP2,Not available,Not available,https://www.amazon.co.uk/logical-point-view-logico-philosophical-essays/dp/B0007IUIP2/ref=sr_1_540?s=books&ie=UTF8&qid=1540622438&sr=1-540&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
AN INTRODUCTION TO THE OLD TESTAMENT,"3,824,026","1,000.00",E.J. Young,Hardcover,B0007IZG36,Not available,Not available,https://www.amazon.co.uk/INTRODUCTION-OLD-TESTAMENT-J-Young/dp/B0007IZG36/ref=sr_1_538?s=books&ie=UTF8&qid=1540622438&sr=1-538&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Talking of Jane Austen,"3,944,083","1,000.00",Sheila & G. B. Stern. Kaye-Smith,Hardcover,B0007J5P3G,Not available,Not available,https://www.amazon.co.uk/Talking-Austen-Sheila-Stern-Kaye-Smith/dp/B0007J5P3G/ref=sr_1_535?s=books&ie=UTF8&qid=1540622438&sr=1-535&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
King Richard III (New Temple Shakespeare),"4,495,408","1,000.00",William; Edited By M. R. Ridley Illustrations by Eric Gill Shakespeare,Hardcover,B0007J7X90,Not available,Not available,https://www.amazon.co.uk/King-Richard-III-Temple-Shakespeare/dp/B0007J7X90/ref=sr_1_533?s=books&ie=UTF8&qid=1540622438&sr=1-533&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Play In Childhood,"3,625,534","1,000.00",M Lowenfield,Hardcover,B00085BS5I,Not available,Not available,https://www.amazon.co.uk/Play-Childhood-M-Lowenfield/dp/B00085BS5I/ref=sr_1_514?s=books&ie=UTF8&qid=1540622422&sr=1-514&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
THE GOSPEL MESSAGE OF ST. MARK.,"3,336,035","1,000.00",R. H. Lightfoot,Hardcover,B000GLZHPQ,Not available,Not available,https://www.amazon.co.uk/GOSPEL-MESSAGE-ST-MARK/dp/B000GLZHPQ/ref=sr_1_495?s=books&ie=UTF8&qid=1540622389&sr=1-495&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The four beauties,"3,700,328",999.99,H.E . BATES,Hardcover,B0010XAE84, 071811177X, 978-0718111779,https://www.amazon.co.uk/four-beauties-H-BATES/dp/B0010XAE84/ref=sr_1_433?s=books&ie=UTF8&qid=1540622334&sr=1-433&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Elephant Bill,"3,572,671","1,000.00",J H Williams,Hardcover,B0012OQCLO,Not available,Not available,https://www.amazon.co.uk/Elephant-Bill-J-H-Williams/dp/B0012OQCLO/ref=sr_1_415?s=books&ie=UTF8&qid=1540622296&sr=1-415&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Culture and Environment,"3,938,878","1,000.00","F R & Thompson, D Leavis",Hardcover,B002K6COYC,Not available,Not available,https://www.amazon.co.uk/Culture-Environment-F-Thompson-Leavis/dp/B002K6COYC/ref=sr_1_335?s=books&ie=UTF8&qid=1540622207&sr=1-335&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Introduction to Biology,"4,688,634","1,000.00",MacKean. D G.,Hardcover,B002XE7JXM,Not available,Not available,https://www.amazon.co.uk/Introduction-Biology-MacKean-D-G/dp/B002XE7JXM/ref=sr_1_327?s=books&ie=UTF8&qid=1540622207&sr=1-327&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
A History of the Cost of Living,"3,204,501",999.99,J Burnett,Hardcover,B0037EZ8ZI,Not available,Not available,https://www.amazon.co.uk/History-Cost-Living-J-Burnett/dp/B0037EZ8ZI/ref=sr_1_319?s=books&ie=UTF8&qid=1540622189&sr=1-319&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
AN INTERPRETATION OF CHRISTIAN ETHICS,"3,417,792","1,000.00",NIEBUHR R,Hardcover,B004GBFV9E,Not available,Not available,https://www.amazon.co.uk/INTERPRETATION-CHRISTIAN-ETHICS-NIEBUHR-R/dp/B004GBFV9E/ref=sr_1_283?s=books&ie=UTF8&qid=1540622151&sr=1-283&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Shakespeare's ""Histories"": Mirrors of Elizabethan Policy","3,706,462","1,000.00",Lily B. Campbell,Hardcover,B004VW4Y14,Not available,Not available,https://www.amazon.co.uk/Shakespeares-Histories-Mirrors-Elizabethan-Policy/dp/B004VW4Y14/ref=sr_1_279?s=books&ie=UTF8&qid=1540622151&sr=1-279&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Giorgio Vasari - The Man and the Book,"4,703,506","1,000.00",T S Boase,Hardcover,B006U1XFZ0,Not available,Not available,https://www.amazon.co.uk/Giorgio-Vasari-Book-T-Boase/dp/B006U1XFZ0/ref=sr_1_254?s=books&ie=UTF8&qid=1540622121&sr=1-254&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The White Peacock,"4,676,545","1,000.00",D. H. Lawrence,Hardcover,B008YCC4XC,Not available,Not available,https://www.amazon.co.uk/White-Peacock-D-H-Lawrence/dp/B008YCC4XC/ref=sr_1_233?s=books&ie=UTF8&qid=1540622107&sr=1-233&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Monetary Theory: Selected Readings,"4,582,205","1,000.00","R, W. (ed) Clower",Hardcover,B008YMHJB4,Not available,Not available,https://www.amazon.co.uk/Monetary-Theory-Selected-Readings-Clower/dp/B008YMHJB4/ref=sr_1_232?s=books&ie=UTF8&qid=1540622107&sr=1-232&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Post War Russian Poetry,"4,601,549","1,000.00",D Weissbort,Hardcover,B00F0R7DFI,Not available,Not available,https://www.amazon.co.uk/Post-War-Russian-Poetry-Weissbort/dp/B00F0R7DFI/ref=sr_1_206?s=books&ie=UTF8&qid=1540622075&sr=1-206&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Venus and Adonis. 1593 / William Shakespeare,"4,780,442","1,000.00",W. Shakespeare,Hardcover,B00T4HUNO8,Not available,Not available,https://www.amazon.co.uk/Venus-Adonis-1593-William-Shakespeare/dp/B00T4HUNO8/ref=sr_1_186?s=books&ie=UTF8&qid=1540622061&sr=1-186&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
How To Lie With Statistics,"4,399,215",999.76,D Huff,Hardcover,B00T8A08ZA,Not available,Not available,https://www.amazon.co.uk/How-Lie-Statistics-D-Huff/dp/B00T8A08ZA/ref=sr_1_185?s=books&ie=UTF8&qid=1540622061&sr=1-185&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
My Father's Glory and My Mother's Castle,"2,510,537","1,000.00",Marcel Pagnol,Hardcover,0233984585, 0233984585, 978-0233984582,https://www.amazon.co.uk/My-Fathers-Glory-Mothers-Castle/dp/0233984585/ref=sr_1_145?s=books&ie=UTF8&qid=1540622026&sr=1-145&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Explorations in Shakespeare's Language,"2,722,718","1,000.00",Hilda M. Hulme,Hardcover,B0007J1XQ4,Not available,Not available,https://www.amazon.co.uk/Explorations-Shakespeares-Language-Hilda-Hulme/dp/B0007J1XQ4/ref=sr_1_141?s=books&ie=UTF8&qid=1540622011&sr=1-141&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Insecure Offenders,"3,090,912","1,000.00",T R Fyvel,Hardcover,B0026YJMG6,Not available,Not available,https://www.amazon.co.uk/Insecure-Offenders-T-R-Fyvel/dp/B0026YJMG6/ref=sr_1_140?s=books&ie=UTF8&qid=1540622011&sr=1-140&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
O Law I Law,"2,903,936","1,000.00",T R Hughes,Hardcover,B0083KEBB8,Not available,Not available,https://www.amazon.co.uk/Law-I-T-R-Hughes/dp/B0083KEBB8/ref=sr_1_138?s=books&ie=UTF8&qid=1540622011&sr=1-138&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Common People 1746-1946,"2,307,031","1,000.00",GDH Cole,Hardcover,B0000CKY2K,Not available,Not available,https://www.amazon.co.uk/Common-People-1746-1946-GDH-Cole/dp/B0000CKY2K/ref=sr_1_136?s=books&ie=UTF8&qid=1540622011&sr=1-136&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Transforming Friendship - A Book About Jesus And Ourselves,"2,400,527","1,000.00",L D Weatherhead,Hardcover,B000SU45Z8,Not available,Not available,https://www.amazon.co.uk/Transforming-Friendship-About-Jesus-Ourselves/dp/B000SU45Z8/ref=sr_1_134?s=books&ie=UTF8&qid=1540622011&sr=1-134&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Recording and Analysing Child Behavior,"4,333,066","1,000.00",Herbert F. Wright,Hardcover,B0010VRJ2U,Not available,Not available,https://www.amazon.co.uk/Recording-Analysing-Behavior-Herbert-Wright/dp/B0010VRJ2U/ref=sr_1_132?s=books&ie=UTF8&qid=1540622011&sr=1-132&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Standards and Progress in Reading,"4,373,697","1,000.00",Joyce M. Morris,Hardcover,B000FMCFXS,Not available,Not available,https://www.amazon.co.uk/Standards-Progress-Reading-Joyce-Morris/dp/B000FMCFXS/ref=sr_1_127?s=books&ie=UTF8&qid=1540621993&sr=1-127&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
