Title,BSR,Price in Â£ (starting from),Author,Book Type,ASIN,ISBN-10,ISBN-13,URL
Elements of Materials Science: An Introductory Text for Engineering Students (Wesley series in metallurgy and materials),"3,925,037","1,000.00",L H Van Vlack,Hardcover,B0006AVYG8,Not available,Not available,https://www.amazon.co.uk/Elements-Materials-Science-Introductory-Engineering/dp/B0006AVYG8/ref=sr_1_126?s=books&ie=UTF8&qid=1540621993&sr=1-126&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Egypt from Nasser to Mubarak,"3,682,676","1,000.00",Anthony McDermott,Hardcover,0709917368, 0709917368, 978-0709917366,https://www.amazon.co.uk/Egypt-Nasser-Mubarak-Anthony-McDermott/dp/0709917368/ref=sr_1_125?s=books&ie=UTF8&qid=1540621993&sr=1-125&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Biochemistry of Mitochondria,"4,299,653","1,000.00",E C et al Slater,Hardcover,B005NQFIXA,Not available,Not available,https://www.amazon.co.uk/Biochemistry-Mitochondria-C-al-Slater/dp/B005NQFIXA/ref=sr_1_123?s=books&ie=UTF8&qid=1540621993&sr=1-123&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Introductory Textile Science,"4,328,518",999.16,Marjory L. Joseph,Hardcover,B000K4ZNA8,Not available,Not available,https://www.amazon.co.uk/Introductory-Textile-Science-Marjory-Joseph/dp/B000K4ZNA8/ref=sr_1_121?s=books&ie=UTF8&qid=1540621993&sr=1-121&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Geographical Education, Empire and Citizenship : Geographical Teaching and Learning in English Schools, 1870-1944","4,114,423","1,000.00",Teresa Ploszajskas,Hardcover,1870074173, 1870074173, 978-1870074179,https://www.amazon.co.uk/Geographical-Education-Empire-Citizenship-1870-1944/dp/1870074173/ref=sr_1_120?s=books&ie=UTF8&qid=1540621993&sr=1-120&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The A.B.C. Of Local Government,"4,328,287","1,000.00",C K Wright,Hardcover,B006U1V0C0,Not available,Not available,https://www.amazon.co.uk/B-C-Local-Government-C-Wright/dp/B006U1V0C0/ref=sr_1_118?s=books&ie=UTF8&qid=1540621993&sr=1-118&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The New Loggan Guide To Oxford Colleges,"4,347,880","1,000.00","E. H. & Withycombe, E. G. New",Hardcover,B000ZS71HW,Not available,Not available,https://www.amazon.co.uk/New-Loggan-Guide-Oxford-Colleges/dp/B000ZS71HW/ref=sr_1_116?s=books&ie=UTF8&qid=1540621993&sr=1-116&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
How to Find Out About Banking and Investment (C.I.L.),"4,294,890","1,000.00",N. Burgess,Hardcover,0080130461, 0080130461, 978-0080130460,https://www.amazon.co.uk/Find-About-Banking-Investment-C-I-L/dp/0080130461/ref=sr_1_115?s=books&ie=UTF8&qid=1540621993&sr=1-115&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Pacific Islands,"4,328,208","1,000.00",D. Oliver,Hardcover,B001P5Z93C,Not available,Not available,https://www.amazon.co.uk/Pacific-Islands-D-Oliver/dp/B001P5Z93C/ref=sr_1_111?s=books&ie=UTF8&qid=1540621977&sr=1-111&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Masters 1989,"4,335,001","1,000.00",Anon.,Hardcover,B071S6BR9J,Not available,Not available,https://www.amazon.co.uk/Masters-1989-Anon/dp/B071S6BR9J/ref=sr_1_110?s=books&ie=UTF8&qid=1540621977&sr=1-110&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Inequality of Nations,"4,214,584","1,000.00",TUCKER,Hardcover,085520222X, 085520222X, 978-0855202224,https://www.amazon.co.uk/Inequality-Nations-TUCKER/dp/085520222X/ref=sr_1_109?s=books&ie=UTF8&qid=1540621977&sr=1-109&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Feed from the Tree of Life: Homilies for the Weekday Masses,"3,180,408","1,000.00",Columba Breen,Hardcover,1856073025, 1856073025, 978-1856073028,https://www.amazon.co.uk/Feed-Tree-Life-Homilies-Weekday/dp/1856073025/ref=sr_1_107?s=books&ie=UTF8&qid=1540621977&sr=1-107&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Voltaire: Candide,"4,263,275","1,000.00",W. H. Barber,Hardcover,B004UVDMR8,Not available,Not available,https://www.amazon.co.uk/Voltaire-Candide-W-H-Barber/dp/B004UVDMR8/ref=sr_1_105?s=books&ie=UTF8&qid=1540621977&sr=1-105&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Knife and Its History: Written on the Occasion,"2,763,003",999.00,No Author Specified!!,Hardcover,B000BK26B0,Not available,Not available,https://www.amazon.co.uk/Knife-Its-History-Written-Occasion/dp/B000BK26B0/ref=sr_1_104?s=books&ie=UTF8&qid=1540621977&sr=1-104&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Ship Structural Design Concepts, Second Cycle","4,314,966","1,000.00",J. Harvey Evans,Hardcover,0870333038, 0870333038, 978-0870333033,https://www.amazon.co.uk/Structural-Design-Concepts-Second-Cycle/dp/0870333038/ref=sr_1_100?s=books&ie=UTF8&qid=1540621977&sr=1-100&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
History of the People of Trinidad and Tobago,"1,814,132","1,000.00",Eric Williams,Hardcover,0685205932, 0685205932, 978-0685205938,https://www.amazon.co.uk/History-People-Trinidad-Tobago-Williams/dp/0685205932/ref=sr_1_98?s=books&ie=UTF8&qid=1540621977&sr=1-98&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
George Berkeley,"4,184,206","1,000.00",A-L Leroy,Hardcover,B005MZLZN4,Not available,Not available,https://www.amazon.co.uk/George-Berkeley-L-Leroy/dp/B005MZLZN4/ref=sr_1_94?s=books&ie=UTF8&qid=1540621960&sr=1-94&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Irrational Journey,"3,449,883","1,000.00",Pauline De Rothschild,Hardcover,0241015758, 0241015758, 978-0241015759,https://www.amazon.co.uk/Irrational-Journey-Pauline-Rothschild/dp/0241015758/ref=sr_1_93?s=books&ie=UTF8&qid=1540621960&sr=1-93&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Recognition of Family Judgments in the Commonwealth (Commonwealth law series),"4,134,741","1,000.00",J.D. McClean,Hardcover,040640321X, 040640321X, 978-0406403216,https://www.amazon.co.uk/Recognition-Family-Judgments-Commonwealth-law/dp/040640321X/ref=sr_1_90?s=books&ie=UTF8&qid=1540621960&sr=1-90&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
THE WILL OF ZEUS:  A HISTORY OF GREECE FROM THE ORIGINS OF HELLENIC CULTURE TO THE DEATH OF ALEXANDER.,"3,155,828","1,000.00",Stringfellow. Barr,Hardcover,B0007KCX9O,Not available,Not available,https://www.amazon.co.uk/WILL-ZEUS-HISTORY-HELLENIC-ALEXANDER/dp/B0007KCX9O/ref=sr_1_89?s=books&ie=UTF8&qid=1540621960&sr=1-89&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Modern Stoma Care,"3,932,967","1,000.00",Frank Couper Walker,Hardcover,0443011656, 0443011656, 978-0443011658,https://www.amazon.co.uk/Modern-Stoma-Frank-Couper-Walker/dp/0443011656/ref=sr_1_88?s=books&ie=UTF8&qid=1540621960&sr=1-88&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The treatment of malignant disease by radiotherapy,"4,195,952","1,000.00",Ralston Paterson,Hardcover,B0000CLS4P,Not available,Not available,https://www.amazon.co.uk/treatment-malignant-disease-radiotherapy/dp/B0000CLS4P/ref=sr_1_87?s=books&ie=UTF8&qid=1540621960&sr=1-87&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Title: Awakening Palestine The Rise of Jewish nationalism,"4,161,260","1,000.00",Leon Simon,Hardcover,0883553422, 0883553422, 978-0883553428,https://www.amazon.co.uk/Title-Awakening-Palestine-Jewish-nationalism/dp/0883553422/ref=sr_1_86?s=books&ie=UTF8&qid=1540621960&sr=1-86&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Current Gastroenterology Topics in General Practice (Current Approaches S.),"4,183,013","1,000.00",J. Fielding,Hardcover,1870678354, 1870678354, 978-1870678353,https://www.amazon.co.uk/Current-Gastroenterology-General-Practice-Approaches/dp/1870678354/ref=sr_1_84?s=books&ie=UTF8&qid=1540621960&sr=1-84&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Vision of Piers Plowman,"4,036,622","1,000.00",W. Langland,Hardcover,B00A4NGSCW,Not available,Not available,https://www.amazon.co.uk/Vision-Piers-Plowman-W-Langland/dp/B00A4NGSCW/ref=sr_1_83?s=books&ie=UTF8&qid=1540621960&sr=1-83&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
St. Pauls Ephesian ministry : a reconstruction with special reference to the Ephesian origin of the imprisonment epistles / by George S. Duncan,"4,123,335","1,000.00",George Simpson Duncan,Hardcover,B000GLQFMU,Not available,Not available,https://www.amazon.co.uk/St-Pauls-Ephesian-ministry-reconstruction/dp/B000GLQFMU/ref=sr_1_81?s=books&ie=UTF8&qid=1540621960&sr=1-81&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Key to A New Russian Grammar,"3,891,425","1,000.00",A H Semeonoff,Hardcover,B002X2HK56,Not available,Not available,https://www.amazon.co.uk/Key-New-Russian-Grammar-Semeonoff/dp/B002X2HK56/ref=sr_1_79?s=books&ie=UTF8&qid=1540621945&sr=1-79&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Animal first aid,with notes on the diseases of cattle,pigs and sheep","4,053,365",999.99,Geoffrey Philip West,Hardcover,B0000CLO6Z,Not available,Not available,https://www.amazon.co.uk/Animal-first-notes-diseases-cattle/dp/B0000CLO6Z/ref=sr_1_78?s=books&ie=UTF8&qid=1540621945&sr=1-78&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Rouge Herries,"4,099,430","1,000.00",H Walpole,Hardcover,B00BGGL5PQ,Not available,Not available,https://www.amazon.co.uk/Rouge-Herries-H-Walpole/dp/B00BGGL5PQ/ref=sr_1_77?s=books&ie=UTF8&qid=1540621945&sr=1-77&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
World Population Past Growth and Present Trends,"4,042,475","1,000.00",A Carr-Saunders,Hardcover,B000ON6B0G,Not available,Not available,https://www.amazon.co.uk/World-Population-Growth-Present-Trends/dp/B000ON6B0G/ref=sr_1_74?s=books&ie=UTF8&qid=1540621945&sr=1-74&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Contracts of Employment,"4,044,436",999.99,Neil Fagan,Hardcover,0421419105, 0421419105, 978-0421419100,https://www.amazon.co.uk/Contracts-Employment-Neil-Fagan/dp/0421419105/ref=sr_1_71?s=books&ie=UTF8&qid=1540621945&sr=1-71&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
INSIDE THE LIVING CELL.,"2,828,929","1,000.00",J. A. V. Butler,Hardcover,B0007F93RO,Not available,Not available,https://www.amazon.co.uk/INSIDE-LIVING-CELL-J-Butler/dp/B0007F93RO/ref=sr_1_70?s=books&ie=UTF8&qid=1540621945&sr=1-70&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Come to Dazzle: Sarah Bernhardt's Australian Tour (Cultural History) (Cultural History S.),"3,872,019","1,000.00",Corille Fraser,Hardcover,0868195332, 0868195332, 978-0868195339,https://www.amazon.co.uk/Come-Dazzle-Bernhardts-Australian-Cultural/dp/0868195332/ref=sr_1_68?s=books&ie=UTF8&qid=1540621945&sr=1-68&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
A New Russian Grammar,"4,054,010","1,000.00",A H Semeonoff,Hardcover,B0010DKZN8,Not available,Not available,https://www.amazon.co.uk/New-Russian-Grammar-H-Semeonoff/dp/B0010DKZN8/ref=sr_1_67?s=books&ie=UTF8&qid=1540621945&sr=1-67&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
JAR II,"2,250,859",999.98,Joel Rosenthal,Hardcover,B00GTZDLLK, 8890337559, 978-8890337550,https://www.amazon.co.uk/JAR-II-Joel-Rosenthal/dp/B00GTZDLLK/ref=sr_1_66?s=books&ie=UTF8&qid=1540621945&sr=1-66&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Warriors for the working day: A novel,"2,561,058","1,000.00",Peter Elstob,Hardcover,B0000CKHYY,Not available,Not available,https://www.amazon.co.uk/Warriors-working-day-Peter-Elstob/dp/B0000CKHYY/ref=sr_1_65?s=books&ie=UTF8&qid=1540621945&sr=1-65&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Teach yourself canasta (Teach yourself books series),"3,778,658","1,000.00",Kenneth Konstam,Hardcover,B0000CI3D3,Not available,Not available,https://www.amazon.co.uk/Teach-yourself-canasta-books/dp/B0000CI3D3/ref=sr_1_63?s=books&ie=UTF8&qid=1540621927&sr=1-63&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Spacebaby,"3,105,119","1,000.00",Henrietta Branford,Hardcover,0001856502, 0001856502, 978-0001856509,https://www.amazon.co.uk/Spacebaby-Henrietta-Branford/dp/0001856502/ref=sr_1_62?s=books&ie=UTF8&qid=1540621927&sr=1-62&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"First Thatcher Government, 1979-83: Contemporary Conservatism and Economic Change","3,655,485","1,000.00",Martin Holmes,Hardcover,0745000851, 0745000851, 978-0745000855,https://www.amazon.co.uk/First-Thatcher-Government-1979-83-Contemporary/dp/0745000851/ref=sr_1_60?s=books&ie=UTF8&qid=1540621927&sr=1-60&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Derelict land: A study of industrial dereliction and how it may be redeemed,"3,981,929","1,000.00",Civic Trust,Hardcover,B007ELQVYM,Not available,Not available,https://www.amazon.co.uk/Derelict-land-industrial-dereliction-redeemed/dp/B007ELQVYM/ref=sr_1_59?s=books&ie=UTF8&qid=1540621927&sr=1-59&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
A Note Book in Pure Mathematics,"3,741,601","1,000.00",L H Clarke,Hardcover,B0007KBH1Y,Not available,Not available,https://www.amazon.co.uk/Note-Book-Pure-Mathematics/dp/B0007KBH1Y/ref=sr_1_58?s=books&ie=UTF8&qid=1540621927&sr=1-58&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Terrorism and the Red Brigades in Italy,"4,172,549","1,000.00",Raimondo Catanzaro,Hardcover,0861878930, 0861878930, 978-0861878932,https://www.amazon.co.uk/Terrorism-Brigades-Italy-Raimondo-Catanzaro/dp/0861878930/ref=sr_1_57?s=books&ie=UTF8&qid=1540621927&sr=1-57&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
More Traditional Ballads of Virginia.,"3,098,165","1,000.00",Davis A.K. (Ed),Hardcover,B0006D69L0,Not available,Not available,https://www.amazon.co.uk/More-Traditional-Ballads-Virginia-Davis/dp/B0006D69L0/ref=sr_1_55?s=books&ie=UTF8&qid=1540621927&sr=1-55&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
New Polytechnics,"2,936,804","1,000.00",Eric E. Robinson,Hardcover,0719190770, 0719190770, 978-0719190773,https://www.amazon.co.uk/New-Polytechnics-Eric-Robinson/dp/0719190770/ref=sr_1_54?s=books&ie=UTF8&qid=1540621927&sr=1-54&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
It's A Dog's Life,"3,924,459","1,000.00",M Bishop,Hardcover,B005MGJNE6,Not available,Not available,https://www.amazon.co.uk/Its-Dogs-Life-M-Bishop/dp/B005MGJNE6/ref=sr_1_51?s=books&ie=UTF8&qid=1540621927&sr=1-51&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Air Compressors,"3,185,153","1,000.00",P C Bevis,Hardcover,B007ZJIF9M,Not available,Not available,https://www.amazon.co.uk/Air-Compressors-P-C-Bevis/dp/B007ZJIF9M/ref=sr_1_49?s=books&ie=UTF8&qid=1540621927&sr=1-49&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
A Prospect of Flowers : A Book About Wild Flowers,"3,891,053","1,000.00",Andrew Young,Hardcover,B0007J679M,Not available,Not available,https://www.amazon.co.uk/Prospect-Flowers-Book-About-Wild/dp/B0007J679M/ref=sr_1_46?s=books&ie=UTF8&qid=1540621911&sr=1-46&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Kenilworth,"3,852,707",999.27,W Scott,Hardcover,B000S90BR0,Not available,Not available,https://www.amazon.co.uk/Kenilworth-W-Scott/dp/B000S90BR0/ref=sr_1_45?s=books&ie=UTF8&qid=1540621911&sr=1-45&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Passion and Martyrdom of the Holy English Carthusian Fathers: the Short Narration (ed G.W.S Curtis),"3,914,284","1,000.00",D M Chauncy,Hardcover,B0012UZFXE,Not available,Not available,https://www.amazon.co.uk/Passion-Martyrdom-English-Carthusian-Fathers/dp/B0012UZFXE/ref=sr_1_44?s=books&ie=UTF8&qid=1540621911&sr=1-44&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Yorkshire Village Life, Humour And Characters.","3,813,411","1,000.00",Fairfax-Blakeborough J,Hardcover,B005E939S2,Not available,Not available,https://www.amazon.co.uk/Yorkshire-Village-Life-Humour-Characters/dp/B005E939S2/ref=sr_1_43?s=books&ie=UTF8&qid=1540621911&sr=1-43&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Radio-Frequency Heating Equipment with Particular Reference to the Theory and Design of Self-Excited Power Oscillators,"2,746,504","1,000.00",L L Langton,Hardcover,B0007IY6F0,Not available,Not available,https://www.amazon.co.uk/Radio-Frequency-Equipment-Particular-Self-Excited-Oscillators/dp/B0007IY6F0/ref=sr_1_42?s=books&ie=UTF8&qid=1540621911&sr=1-42&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Abbie,"2,510,703","1,000.00",Dane Chandos,Hardcover,B000KKL2R0,Not available,Not available,https://www.amazon.co.uk/Abbie-Dane-Chandos/dp/B000KKL2R0/ref=sr_1_40?s=books&ie=UTF8&qid=1540621911&sr=1-40&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Doing Criminological Research,"2,907,726","1,000.00",Victor Jupp,Hardcover,0761965084, 0761965084, 978-0761965084,https://www.amazon.co.uk/Doing-Criminological-Research-Victor-Jupp/dp/0761965084/ref=sr_1_36?s=books&ie=UTF8&qid=1540621911&sr=1-36&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Studies in the Public Records,"2,419,181","1,000.00",V H Galbraith,Hardcover,B0007IUT56,Not available,Not available,https://www.amazon.co.uk/Studies-Public-Records-V-Galbraith/dp/B0007IUT56/ref=sr_1_34?s=books&ie=UTF8&qid=1540621911&sr=1-34&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Dear Charles: A comedy,"3,180,812","1,000.00",Alan Melville,Hardcover,B0000CIK3E,Not available,Not available,https://www.amazon.co.uk/Dear-Charles-comedy-Alan-Melville/dp/B0000CIK3E/ref=sr_1_33?s=books&ie=UTF8&qid=1540621911&sr=1-33&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"The Green Heart of Sabah: Danum Vallley, Maliau Basin, Imbak Canyon, Gunung Silam","1,780,938","1,000.00",Matt Oldfield,Hardcover,9671052835, 9671052835, 978-9671052839,https://www.amazon.co.uk/Green-Heart-Sabah-Vallley-Maliau/dp/9671052835/ref=sr_1_30?s=books&ie=UTF8&qid=1540621892&sr=1-30&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Physical Techniques In Biological Research,"3,360,456","1,000.00",A W (Ed) Pollister,Hardcover,B007BNRVME,Not available,Not available,https://www.amazon.co.uk/Physical-Techniques-Biological-Research-Pollister/dp/B007BNRVME/ref=sr_1_29?s=books&ie=UTF8&qid=1540621892&sr=1-29&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Christus Veritas,"3,319,405","1,000.00",William Temple,Hardcover,B000XTEWAC,Not available,Not available,https://www.amazon.co.uk/Christus-Veritas-William-Temple/dp/B000XTEWAC/ref=sr_1_27?s=books&ie=UTF8&qid=1540621892&sr=1-27&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Renegade's Magic (The Soldier's Son),"2,697,127",999.26,No Author Specified!!,Hardcover,B001MA2G5E,Not available,Not available,https://www.amazon.co.uk/Renegades-Magic-The-Soldiers-Son/dp/B001MA2G5E/ref=sr_1_22?s=books&ie=UTF8&qid=1540621892&sr=1-22&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
"Voltaire: Candide and other stories, [Oxford World's Classics 611]","2,826,925","1,000.00",translated by Joan Spencer] Voltaire,Hardcover,B007SW62QE,Not available,Not available,https://www.amazon.co.uk/Voltaire-Candide-stories-Oxford-Classics/dp/B007SW62QE/ref=sr_1_21?s=books&ie=UTF8&qid=1540621892&sr=1-21&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Jibbali Lexicon (School of Oriental & African Studies),"2,877,875","1,000.00",T. M. Johnstone,Hardcover,0197136028, 0197136028, 978-0197136027,https://www.amazon.co.uk/Jibbali-Lexicon-Oriental-African-Studies/dp/0197136028/ref=sr_1_20?s=books&ie=UTF8&qid=1540621892&sr=1-20&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
A Precis of European History (1485-1832),"2,626,897","1,000.00",J J H M'Kenna,Hardcover,B002E9PZXC,Not available,Not available,https://www.amazon.co.uk/Precis-European-History-1485-1832/dp/B002E9PZXC/ref=sr_1_19?s=books&ie=UTF8&qid=1540621892&sr=1-19&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Hospital Looks at Itself: Essays from Claybury ([Problems of society]),"1,382,412","1,000.00",Elizabeth Shoenberg,Hardcover,0851810047, 0851810047, 978-0851810041,https://www.amazon.co.uk/Hospital-Looks-Itself-Claybury-Problems/dp/0851810047/ref=sr_1_15/260-9804904-2628516?s=books&ie=UTF8&qid=1540621882&sr=1-15&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Gone Rustic,"1,432,874","1,000.00",Cecil Roberts,Hardcover,B000S3066M,Not available,Not available,https://www.amazon.co.uk/Gone-Rustic-Cecil-Roberts/dp/B000S3066M/ref=sr_1_14/260-9804904-2628516?s=books&ie=UTF8&qid=1540621882&sr=1-14&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
The Official View On Education,"650,598","1,000.00",J Lello,Hardcover,B007QBCVIU,Not available,Not available,https://www.amazon.co.uk/Official-View-Education-J-Lello/dp/B007QBCVIU/ref=sr_1_5/260-9804904-2628516?s=books&ie=UTF8&qid=1540621882&sr=1-5&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
Woodworking Machinery,"591,496","1,000.00",H R Hudson,Hardcover,B000G2LU4W,Not available,Not available,https://www.amazon.co.uk/Woodworking-Machinery-H-R-Hudson/dp/B000G2LU4W/ref=sr_1_4/260-9804904-2628516?s=books&ie=UTF8&qid=1540621882&sr=1-4&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A99900-100000
